  @RELATION examen

@ATTRIBUTE pregunta1 string
@ATTRIBUTE pregunta2 string
@ATTRIBUTE pregunta3 string
@ATTRIBUTE pregunta4 string
@ATTRIBUTE pregunta5 string
@ATTRIBUTE pregunta6 string
@ATTRIBUTE tipo {HUM,NUM,LOC}
@ATTRIBUTE subTipo {ind,date,ord,state,other,count,country,city,mount,money,period,volsize,temp,dist,weight,perc,speed,code}

@DATA
 'how','feet', 'how feet' ,'long','feet long','how long' ,NUM,count 
 'what','nationality', 'what nationality' ,'jackson','nationality jackson','what jackson' ,LOC,country 
 'who','invented', 'who invented' ,'game','invented game','who game' ,HUM,ind 
 'how','times', 'how times' ,'larger','times larger','how larger' ,NUM,count 
 'what','country', 'what country' ,'which','country which','what which' ,LOC,country 
 'how','long', 'how long' ,'does','long does','how does' ,NUM,period 
 'where','i', 'where i' ,'us','i us','where us' ,LOC,other 
 'how','superbowls', 'how superbowls' ,'ers','superbowls ers','how ers' ,NUM,count 
 'who','creator', 'who creator' ,'of','creator of','who of' ,HUM,ind 
 'which','following', 'which following' ,'celebrities','following celebrities','which celebrities' ,HUM,ind 
 'what','is', 'what is' ,'perfect','is perfect','what perfect' ,NUM,other 
 'what','is', 'what is' ,'capital','is capital','what capital' ,LOC,city 
 'who','asked', 'who asked' ,'you','asked you','who you' ,HUM,ind 
 'what','president', 'what president' ,'served','president served','what served' ,HUM,ind 
 'what','drew', 'what drew' ,'barrymore','drew barrymore','what barrymore' ,HUM,ind 
 'what','supergirl', 'what supergirl' ,'is','supergirl is','what is' ,HUM,ind 
 'what','federal', 'what federal' ,'government','federal government','what government' ,LOC,other 
 'what','police', 'what police' ,'officer','police officer','what officer' ,HUM,ind 
 'what','date', 'what date' ,'did','date did','what did' ,NUM,date 
 'what','highest-paying', 'what highest-paying' ,'odds','highest-paying odds','what odds' ,NUM,perc 
 'what','year', 'what year' ,'did','year did','what did' ,NUM,date 
 'how','films', 'how films' ,'did','films did','how did' ,NUM,count 
 'who','greek', 'who greek' ,'god','greek god','who god' ,HUM,ind 
 'what','well-known', 'what well-known' ,'music','well-known music','what music' ,HUM,ind 
 'when','barbie', 'when barbie' ,'produced','barbie produced','when produced' ,NUM,date 
 'who','woman', 'who woman' ,'governor','woman governor','who governor' ,HUM,ind 
 'how','weeks', 'how weeks' ,'winter','weeks winter','how winter' ,NUM,count 
 'what','green', 'what green' ,'bay','green bay','what bay' ,HUM,ind 
 'where','henry', 'where henry' ,'ford','henry ford','where ford' ,LOC,other 
 'what','year', 'what year' ,'did','year did','what did' ,NUM,date 
 'what','10', 'what 10' ,'largest','10 largest','what largest' ,LOC,city 
 'what','famous', 'what famous' ,'comedian','famous comedian','what comedian' ,HUM,ind 
 'what','drew', 'what drew' ,'barrymore','drew barrymore','what barrymore' ,LOC,other 
 'what','nationality', 'what nationality' ,'123','nationality 123','what 123' ,LOC,country 
 'what','tv', 'what tv' ,'family','tv family','what family' ,HUM,ind 
 'what','enigmatic', 'what enigmatic' ,'us','enigmatic us','what us' ,HUM,ind 
 'who','charles', 'who charles' ,'lindbergh','charles lindbergh','who lindbergh' ,HUM,ind 
 'who','sings', 'who sings' ,'angel','sings angel','who angel' ,HUM,ind 
 'when','did', 'when did' ,'jurassic','did jurassic','when jurassic' ,NUM,date 
 'what','date', 'what date' ,'iraq','date iraq','what iraq' ,NUM,date 
 'what','planet', 'what planet' ,'ewoks','planet ewoks','what ewoks' ,LOC,other 
 'what','dumb-but-loveable', 'what dumb-but-loveable' ,'character','dumb-but-loveable character','what character' ,HUM,ind 
 'what','sea', 'what sea' ,'surrounds','sea surrounds','what surrounds' ,LOC,other 
 'how','different', 'how different' ,'vegetation','different vegetation','how vegetation' ,NUM,count 
 'what','ocean', 'what ocean' ,'amelia','ocean amelia','what amelia' ,LOC,other 
 'what','nickname', 'what nickname' ,'german','nickname german','what german' ,HUM,ind 
 'what','country', 'what country' ,'germany','country germany','what germany' ,LOC,country 
 'when','rights', 'when rights' ,'ratified','rights ratified','when ratified' ,NUM,date 
 'what','largest', 'what largest' ,'us','largest us','what us' ,LOC,state 
 'what','is', 'what is' ,'population','is population','what population' ,NUM,other 
 'what','california', 'what california' ,'desert','california desert','what desert' ,LOC,other 
 'who','wrote', 'who wrote' ,'','wrote ','who ' ,HUM,ind 
 'where','blackhawks', 'where blackhawks' ,'maintain','blackhawks maintain','where maintain' ,LOC,other 
 'what','african', 'what african' ,'country','african country','what country' ,LOC,country 
 'what','year', 'what year' ,'did','year did','what did' ,NUM,date 
 'orange','bowl', 'orange bowl' ,'located','bowl located','orange located' ,LOC,city 
 'what','pseudonym', 'what pseudonym' ,'did','pseudonym did','what did' ,HUM,ind 
 'what','lucy', 'what lucy' ,'linus','lucy linus','what linus' ,HUM,ind 
 'what','cheery', 'what cheery' ,'fellow','cheery fellow','what fellow' ,HUM,ind 
 'how','layers', 'how layers' ,'does','layers does','how does' ,NUM,count 
 'what','is', 'what is' ,'nearest','is nearest','what nearest' ,LOC,other 
 'where','inoco', 'where inoco' ,'based','inoco based','where based' ,LOC,other 
 'what','number', 'what number' ,'assassinations','number assassinations','what assassinations' ,NUM,count 
 'how','stations', 'how stations' ,'you','stations you','how you' ,NUM,count 
 'who','russian', 'who russian' ,'ambassador','russian ambassador','who ambassador' ,HUM,ind 
 'who','holds', 'who holds' ,'nfl','holds nfl','who nfl' ,HUM,ind 
 'what','average', 'what average' ,'age','average age','what age' ,NUM,period 
 'what','planet', 'what planet' ,'you','planet you','what you' ,LOC,other 
 'who','wrote', 'who wrote' ,'','wrote ','who ' ,HUM,ind 
 'where','valley', 'where valley' ,'kings','valley kings','where kings' ,LOC,other 
 'where','did', 'where did' ,'sport','did sport','where sport' ,LOC,other 
 'who','played', 'who played' ,'chicago','played chicago','who chicago' ,HUM,ind 
 'where','union', 'where union' ,'stockyards','union stockyards','where stockyards' ,LOC,other 
 'where','does', 'where does' ,'weird','does weird','where weird' ,LOC,other 
 'how','children', 'how children' ,'does','children does','how does' ,NUM,count 
 'how','years', 'how years' ,'did','years did','how did' ,NUM,count 
 'how','salt', 'how salt' ,'oceans','salt oceans','how oceans' ,NUM,count 
 'who','leads', 'who leads' ,'star','leads star','who star' ,HUM,ind 
 'who','won', 'who won' ,'world','won world','who world' ,HUM,ind 
 'where','does', 'where does' ,'us','does us','where us' ,LOC,other 
 'what','country', 'what country' ,'','country ','what ' ,LOC,country 
 'who','garrett', 'who garrett' ,'morgan','garrett morgan','who morgan' ,HUM,ind 
 'what','darth', 'what darth' ,'vader','darth vader','what vader' ,HUM,ind 
 'how','stars', 'how stars' ,'big','stars big','how big' ,NUM,count 
 'how','wings', 'how wings' ,'does','wings does','how does' ,NUM,count 
 'what','country', 'what country' ,'called','country called','what called' ,LOC,country 
 'where','i', 'where i' ,'website','i website','where website' ,LOC,other 
 'what','population', 'what population' ,'mozambique','population mozambique','what mozambique' ,NUM,other 
 'what','state', 'what state' ,'indians','state indians','what indians' ,LOC,state 
 'how','long', 'how long' ,'camptown','long camptown','how camptown' ,NUM,dist 
 'blob','members', 'blob members' ,'animated','members animated','blob animated' ,HUM,ind 
 'where','did', 'where did' ,'luther','did luther','where luther' ,LOC,other 
 'what','river', 'what river' ,'pocahontas','river pocahontas','what pocahontas' ,LOC,other 
 'how','miles', 'how miles' ,'london','miles london','how london' ,NUM,count 
 'where','dartmouth', 'where dartmouth' ,'college','dartmouth college','where college' ,LOC,other 
 'what','well-known', 'what well-known' ,'tv','well-known tv','what tv' ,HUM,ind 
 'what','backstreet', 'what backstreet' ,'boys','backstreet boys','what boys' ,HUM,ind 
 'how','people', 'how people' ,'randy','people randy','how randy' ,NUM,count 
 'what','river', 'what river' ,'flows','river flows','what flows' ,LOC,other 
 'what','civil', 'what civil' ,'war','civil war','what war' ,HUM,ind 
 'who','conservationist', 'who conservationist' ,'who','conservationist who','who who' ,HUM,ind 
 'which','area', 'which area' ,'produces','area produces','which produces' ,LOC,other 
 'what','suburban', 'what suburban' ,'housewife','suburban housewife','what housewife' ,HUM,ind 
 'which','date', 'which date' ,'ukrainians','date ukrainians','which ukrainians' ,NUM,date 
 'what','largest', 'what largest' ,'city','largest city','what city' ,LOC,city 
 'what','average', 'what average' ,'weight','average weight','what weight' ,NUM,weight 
 'what','britain', 'what britain' ,'is','britain is','what is' ,LOC,other 
 'what','country', 'what country' ,'covers','country covers','what covers' ,LOC,country 
 'canine','cartoon', 'canine cartoon' ,'character','cartoon character','canine character' ,HUM,ind 
 'which','state', 'which state' ,'mark','state mark','which mark' ,LOC,state 
 'what','oldest', 'what oldest' ,'ethnological','oldest ethnological','what ethnological' ,LOC,other 
 'where','dinosaur', 'where dinosaur' ,'remains','dinosaur remains','where remains' ,LOC,other 
 'what','island', 'what island' ,'park','island park','what park' ,LOC,other 
 'how','clara', 'how clara' ,'peller','clara peller','how peller' ,NUM,money 
 'what','date', 'what date' ,'cnn','date cnn','what cnn' ,NUM,date 
 'what','all-time', 'what all-time' ,'stock','all-time stock','what stock' ,NUM,other 
 'when','calypso', 'when calypso' ,'music','calypso music','when music' ,NUM,date 
 'what','caribbean', 'what caribbean' ,'island','caribbean island','what island' ,LOC,other 
 'how','old', 'how old' ,'bernadette','old bernadette','how bernadette' ,NUM,period 
 'where','i', 'where i' ,'book','i book','where book' ,LOC,other 
 'what','dick', 'what dick' ,'clark','dick clark','what clark' ,NUM,date 
 'when','did', 'when did' ,'hitler','did hitler','when hitler' ,NUM,date 
 'when','did', 'when did' ,'gothic','did gothic','when gothic' ,NUM,date 
 'which','inventors', 'which inventors' ,'invented','inventors invented','which invented' ,HUM,ind 
 'what','day', 'what day' ,'week','day week','what week' ,NUM,date 
 'whose','image', 'whose image' ,'alleged','image alleged','whose alleged' ,HUM,ind 
 'what','us', 'what us' ,'general','us general','what general' ,HUM,ind 
 'who','said', 'who said' ,':','said :','who :' ,HUM,ind 
 'approximately','how', 'approximately how' ,'students','how students','approximately students' ,NUM,count 
 'what','fastest', 'what fastest' ,'growing','fastest growing','what growing' ,LOC,state 
 'how','american', 'how american' ,'soldiers','american soldiers','how soldiers' ,NUM,count 
 'where','does', 'where does' ,'opera','does opera','where opera' ,LOC,other 
 'saddam','hussein', 'saddam hussein' ,'compared','hussein compared','saddam compared' ,HUM,ind 
 'what','year', 'what year' ,'naacp','year naacp','what naacp' ,NUM,date 
 'what','year', 'what year' ,'did','year did','what did' ,NUM,date 
 'who','wrote', 'who wrote' ,'book','wrote book','who book' ,HUM,ind 
 'where','i', 'where i' ,'learn','i learn','where learn' ,LOC,other 
 'what','jockey', 'what jockey' ,'won','jockey won','what won' ,HUM,ind 
 'what','us', 'what us' ,'state','us state','what state' ,LOC,state 
 'who','seized', 'who seized' ,'power','seized power','who power' ,HUM,ind 
 'what','state', 'what state' ,'niagara','state niagara','what niagara' ,LOC,state 
 'how','hot', 'how hot' ,'does','hot does','how does' ,NUM,temp 
 'where','orange', 'where orange' ,'bowl','orange bowl','where bowl' ,LOC,other 
 'what','scandinavian', 'what scandinavian' ,'capital','scandinavian capital','what capital' ,LOC,city 
 'what','well-known', 'what well-known' ,'actor','well-known actor','what actor' ,HUM,ind 
 'where','smithsonian', 'where smithsonian' ,'institute','smithsonian institute','where institute' ,LOC,other 
 'what','size', 'what size' ,'argentina','size argentina','what argentina' ,NUM,volsize 
 'what','date', 'what date' ,'richard','date richard','what richard' ,NUM,date 
 'what','little', 'what little' ,'boy','little boy','what boy' ,HUM,ind 
 'what','percent', 'what percent' ,'world','percent world','what world' ,NUM,perc 
 'cnn','is', 'cnn is' ,'broadcast','is broadcast','cnn broadcast' ,NUM,date 
 'how','grooves', 'how grooves' ,'dime','grooves dime','how dime' ,NUM,count 
 'what','marilyn', 'what marilyn' ,'monroe','marilyn monroe','what monroe' ,HUM,ind 
 'what','number', 'what number' ,'american','number american','what american' ,NUM,other 
 'what','father', 'what father' ,'son','father son','what son' ,HUM,ind 
 'how','consecutive', 'how consecutive' ,'baseball','consecutive baseball','how baseball' ,NUM,count 
 'how','different', 'how different' ,'types','different types','how types' ,NUM,count 
 'who','prophet', 'who prophet' ,'medina','prophet medina','who medina' ,HUM,ind 
 'what','year', 'what year' ,'did','year did','what did' ,NUM,date 
 'what','woman', 'what woman' ,'who','woman who','what who' ,HUM,ind 
 'what','tourists', 'what tourists' ,'visit','tourists visit','what visit' ,LOC,other 
 'what','united', 'what united' ,'states','united states','what states' ,LOC,city 
 'what','is', 'what is' ,'percentage','is percentage','what percentage' ,NUM,perc 
 'what','country', 'what country' ,'western','country western','what western' ,LOC,country 
 'what','part', 'what part' ,'africa','part africa','what africa' ,LOC,other 
 'whose','funeral', 'whose funeral' ,'train','funeral train','whose train' ,HUM,ind 
 'what','is', 'what is' ,'better-known','is better-known','what better-known' ,HUM,ind 
 'what','her', 'what her' ,'husband','her husband','what husband' ,HUM,ind 
 'which','following', 'which following' ,'did','following did','which did' ,HUM,ind 
 'what','dynasty', 'what dynasty' ,'star','dynasty star','what star' ,HUM,ind 
 'where','poe', 'where poe' ,'is','poe is','where is' ,LOC,other 
