 @RELATION examen

@ATTRIBUTE pregunta1 string
@ATTRIBUTE pregunta2 string
@ATTRIBUTE pregunta3 string
@ATTRIBUTE pregunta4 string
@ATTRIBUTE pregunta5 string
@ATTRIBUTE pregunta6 string
@ATTRIBUTE tipo {HUM,NUM,LOC}
@ATTRIBUTE subTipo {ind,date,ord,state,other,count,country,city,mount,money,period,volsize,temp,dist,weight,perc,speed,code}

@DATA
 'sea','surrounds', 'sea surrounds' ,'cayman','surrounds cayman','sea cayman' , LOC, other 
 'different','vegetation', 'different vegetation' ,'zones','vegetation zones','different zones' , NUM, count 
 'ocean','amelia', 'ocean amelia' ,'earhart','amelia earhart','ocean earhart' , LOC, other 
 'nickname','german', 'nickname german' ,'flying','german flying','nickname flying' , HUM, ind 
 'country','germany', 'country germany' ,'invaded','germany invaded','country invaded' , LOC, country 
 'largest','us', 'largest us' ,'state','us state','largest state' , LOC, state 
 'what','is', 'what is' ,'population','is population','what population' , NUM, other 
 'california','desert', 'california desert' ,'dubbed','desert dubbed','california dubbed' , LOC, other 
 'wrote','', 'wrote ' ,'hamlet',' hamlet','wrote hamlet' , HUM, ind 
 'blackhawks','maintain', 'blackhawks maintain' ,'operations','maintain operations','blackhawks operations' , LOC, other 
 'african','country', 'african country' ,'founded','country founded','african founded' , LOC, country 
 'year','did', 'year did' ,'issue','did issue','year issue' , NUM, date 
 'orange','bowl', 'orange bowl' ,'located','bowl located','orange located' , LOC, city 
 'pseudonym','did', 'pseudonym did' ,'william','did william','pseudonym william' , HUM, ind 
 'lucy','linus', 'lucy linus' ,'peanut','linus peanut','lucy peanut' , HUM, ind 
 'cheery','fellow', 'cheery fellow' ,'got','fellow got','cheery got' , HUM, ind 
 'layers','does', 'layers does' ,'bottle','does bottle','layers bottle' , NUM, count 
 'what','is', 'what is' ,'nearest','is nearest','what nearest' , LOC, other 
 'number','assassinations', 'number assassinations' ,'attempts','assassinations attempts','number attempts' , NUM, count 
 'stations','shoot', 'stations shoot' ,'basketball','shoot basketball','stations basketball' , NUM, count 
 'russian','ambassador', 'russian ambassador' ,'hungary','ambassador hungary','russian hungary' , HUM, ind 
 'holds','nfl', 'holds nfl' ,'record','nfl record','holds record' , HUM, ind 
 'average','age', 'average age' ,'horse','age horse','average horse' , NUM, period 
 'planet','visit', 'planet visit' ,'bebrenia','visit bebrenia','planet bebrenia' , LOC, other 
 'wrote','', 'wrote ' ,'pines',' pines','wrote pines' , HUM, ind 
 'did','sport', 'did sport' ,'caber-tossing','sport caber-tossing','did caber-tossing' , LOC, other 
 'played','chicago', 'played chicago' ,'bears','chicago bears','played bears' , HUM, ind 
 'does','weird', 'does weird' ,'shape','weird shape','does shape' , LOC, other 
 'children','does', 'children does' ,'ray','does ray','children ray' , NUM, count 
 'years','did', 'years did' ,'shea','did shea','years shea' , NUM, count 
 'leads','star', 'leads star' ,'ship','star ship','leads ship' , HUM, ind 
 'won','world', 'won world' ,'war','world war','won war' , HUM, ind 
 'does','us', 'does us' ,'energy','us energy','does energy' , LOC, other 
 'country','', 'country ' ,'canada',' canada','country canada' , LOC, country 
 'garrett','morgan', 'garrett morgan' ,'married','morgan married','garrett married' , HUM, ind 
 'darth','vader', 'darth vader' ,'is','vader is','darth is' , HUM, ind 
 'stars','big', 'stars big' ,'dipper','big dipper','stars dipper' , NUM, count 
 'wings','does', 'wings does' ,'flea','does flea','wings flea' , NUM, count 
 'country','called', 'country called' ,'queen','called queen','country queen' , LOC, country 
 'i','website', 'i website' ,'gives','website gives','i gives' , LOC, other 
 'long','camptown', 'long camptown' ,'racetrack','camptown racetrack','long racetrack' , NUM, dist 
 'blob','members', 'blob members' ,'animated','members animated','blob animated' , HUM, ind 
 'did','luther', 'did luther' ,'display','luther display','did display' , LOC, other 
 'river','pocahontas', 'river pocahontas' ,'buried','pocahontas buried','river buried' , LOC, other 
 'miles','london', 'miles london' ,'','london ','miles ' , NUM, count 
 'well-known','tv', 'well-known tv' ,'talk','tv talk','well-known talk' , HUM, ind 
 'backstreet','boys', 'backstreet boys' ,'single','boys single','backstreet single' , HUM, ind 
 'people','randy', 'people randy' ,'craft','randy craft','people craft' , NUM, count 
 'river','flows', 'river flows' ,'vienna','flows vienna','river vienna' , LOC, other 
 'civil','war', 'civil war' ,'general','war general','civil general' , HUM, ind 
 'conservationist','served', 'conservationist served' ,'spokesperson','served spokesperson','conservationist spokesperson' , HUM, ind 
 'area','produces', 'area produces' ,'acidic','produces acidic','area acidic' , LOC, other 
 'suburban','housewife', 'suburban housewife' ,'mother','housewife mother','suburban mother' , HUM, ind 
 'date','ukrainians', 'date ukrainians' ,'','ukrainians ','date ' , NUM, date 
 'largest','city', 'largest city' ,'world','city world','largest world' , LOC, city 
 'average','weight', 'average weight' ,'man','weight man','average man' , NUM, weight 
 'britain','is', 'britain is' ,'longest','is longest','britain longest' , LOC, other 
 'country','covers', 'country covers' ,'8','covers 8','country 8' , LOC, country 
 'canine','cartoon', 'canine cartoon' ,'character','cartoon character','canine character' , HUM, ind 
 'state','mark', 'state mark' ,'twain','mark twain','state twain' , LOC, state 
 'oldest','ethnological', 'oldest ethnological' ,'museum','ethnological museum','oldest museum' , LOC, other 
 'dinosaur','remains', 'dinosaur remains' ,'found','remains found','dinosaur found' , LOC, other 
 'island','park', 'island park' ,'called','park called','island called' , LOC, other 
 'clara','peller', 'clara peller' ,'paid','peller paid','clara paid' , NUM, money 
 'date','cnn', 'date cnn' ,'is','cnn is','date is' , NUM, date 
 'all-time','stock', 'all-time stock' ,'high','stock high','all-time high' , NUM, other 
 'calypso','music', 'calypso music' ,'invented','music invented','calypso invented' , NUM, date 
 'caribbean','island', 'caribbean island' ,'northeast','island northeast','caribbean northeast' , LOC, other 
 'old','bernadette', 'old bernadette' ,'peters','bernadette peters','old peters' , NUM, period 
 'i','book', 'i book' ,'reviews','book reviews','i reviews' , LOC, other 
 'dick','clark', 'dick clark' ,'is','clark is','dick is' , NUM, date 
 'did','hitler', 'did hitler' ,'come','hitler come','did come' , NUM, date 
 'did','gothic', 'did gothic' ,'architecture','gothic architecture','did architecture' , NUM, date 
 'inventors','invented', 'inventors invented' ,'post-its','invented post-its','inventors post-its' , HUM, ind 
 'day','week', 'day week' ,'july','week july','day july' , NUM, date 
 'image','alleged', 'image alleged' ,'shroud','alleged shroud','image shroud' , HUM, ind 
 'us','general', 'us general' ,'court-martialled','general court-martialled','us court-martialled' , HUM, ind 
 'said','', 'said ' ,'',' ','said ' , HUM, ind 
 'approximately','students', 'approximately students' ,'enrolled','students enrolled','approximately enrolled' , NUM, count 
 'fastest','growing', 'fastest growing' ,'state','growing state','fastest state' , LOC, state 
 'american','soldiers', 'american soldiers' ,'died','soldiers died','american died' , NUM, count 
 'does','opera', 'does opera' ,'singer','opera singer','does singer' , LOC, other 
 'saddam','hussein', 'saddam hussein' ,'compared','hussein compared','saddam compared' , HUM, ind 
 'year','naacp', 'year naacp' ,'founded','naacp founded','year founded' , NUM, date 
 'year','did', 'year did' ,'thatcher','did thatcher','year thatcher' , NUM, date 
 'wrote','book', 'wrote book' ,'','book ','wrote ' , HUM, ind 
 'i','learn', 'i learn' ,'samuel','learn samuel','i samuel' , LOC, other 
 'jockey','won', 'jockey won' ,'17','won 17','jockey 17' , HUM, ind 
 'us','state', 'us state' ,'is','state is','us is' , LOC, state 
 'seized','power', 'seized power' ,'milton','power milton','seized milton' , HUM, ind 
 'state','niagara', 'state niagara' ,'falls','niagara falls','state falls' , LOC, state 
 'hot','does', 'hot does' ,'inside','does inside','hot inside' , NUM, temp 
 'scandinavian','capital', 'scandinavian capital' ,'built','capital built','scandinavian built' , LOC, city 
 'well-known','actor', 'well-known actor' ,'father','actor father','well-known father' , HUM, ind 
 'smithsonian','institute', 'smithsonian institute' ,'located','institute located','smithsonian located' , LOC, other 
 'date','richard', 'date richard' ,'nixon','richard nixon','date nixon' , NUM, date 
 'little','boy', 'little boy' ,'dog','boy dog','little dog' , HUM, ind 
 'percent','world', 'percent world' ,'is','world is','percent is' , NUM, perc 
 'cnn','is', 'cnn is' ,'broadcast','is broadcast','cnn broadcast' , NUM, date 
 'marilyn','monroe', 'marilyn monroe' ,'is','monroe is','marilyn is' , HUM, ind 
 'number','american', 'number american' ,'soldiers','american soldiers','number soldiers' , NUM, other 
 'father','son', 'father son' ,'won','son won','father won' , HUM, ind 
 'consecutive','baseball', 'consecutive baseball' ,'games','baseball games','consecutive games' , NUM, count 
 'different','types', 'different types' ,'skunks','types skunks','different skunks' , NUM, count 
 'year','did', 'year did' ,'spielberg','did spielberg','year spielberg' , NUM, date 
 'woman','john', 'woman john' ,'belushi','john belushi','woman belushi' , HUM, ind 
 'tourists','visit', 'tourists visit' ,'reims','visit reims','tourists reims' , LOC, other 
 'united','states', 'united states' ,'city','states city','united city' , LOC, city 
 'what','is', 'what is' ,'percentage','is percentage','what percentage' , NUM, perc 
 'country','western', 'country western' ,'hemisphere','western hemisphere','country hemisphere' , LOC, country 
 'part','africa', 'part africa' ,'mozambique','africa mozambique','part mozambique' , LOC, other 
 'funeral','train', 'funeral train' ,'traveled','train traveled','funeral traveled' , HUM, ind 
 'what','is', 'what is' ,'better-known','is better-known','what better-known' , HUM, ind 
 'husband','is', 'husband is' ,'name','is name','husband name' , HUM, ind 
 'following','did', 'following did' ,'receive','did receive','following receive' , HUM, ind 
 'dynasty','star', 'dynasty star' ,'2th','star 2th','dynasty 2th' , HUM, ind 
 'poe','is', 'poe is' ,'birthplace','is birthplace','poe birthplace' , LOC, other 
 'actress','holds', 'actress holds' ,'record','holds record','actress record' , HUM, ind 
 'us','president', 'us president' ,'brothers-in-law','president brothers-in-law','us brothers-in-law' , HUM, ind 
 'i','detailed', 'i detailed' ,'information','detailed information','i information' , LOC, other 
 'actor','learned', 'actor learned' ,'play','learned play','actor play' , HUM, ind 
 'says','', 'says ' ,'',' ','says ' , HUM, ind 
 'secretary','state', 'secretary state' ,'nixon','state nixon','secretary nixon' , HUM, ind 
 'money','does', 'money does' ,'player','does player','money player' , NUM, money 
 'where','is', 'where is' ,'gum','is gum','where gum' , LOC, other 
 'state','named', 'state named' ,'green','named green','state green' , LOC, state 
 'year','atm', 'year atm' ,'introduced','atm introduced','year introduced' , NUM, date 
 'southern','states', 'southern states' ,'united','states united','southern united' , LOC, state 
 'does','7847+5943', 'does 7847+5943' ,'equal','7847+5943 equal','does equal' , NUM, other 
 'attorneys','work', 'attorneys work' ,'center','work center','attorneys center' , HUM, ind 
 'dick','clark', 'dick clark' ,'is','clark is','dick is' , NUM, date 
 'equal','sides', 'equal sides' ,'scalene','sides scalene','equal scalene' , NUM, count 
 'did','gates', 'did gates' ,'college','gates college','did college' , LOC, other 
 'constellation','known', 'constellation known' ,'water','known water','constellation water' , LOC, other 
 'year','cartoon', 'year cartoon' ,'character','cartoon character','year character' , NUM, date 
 'i','history', 'i history' ,'taiwanese','history taiwanese','i taiwanese' , LOC, other 
 'state','mount', 'state mount' ,'mckinley','mount mckinley','state mckinley' , LOC, state 
 'classical','spanish', 'classical spanish' ,'writer','spanish writer','classical writer' , HUM, ind 
 'large','missouri', 'large missouri' ,'is','missouri is','large is' , NUM, other 
 'internal','combustion', 'internal combustion' ,'engine','combustion engine','internal engine' , NUM, date 
 'painted','', 'painted ' ,'soft',' soft','painted soft' , HUM, ind 
 'time','does', 'time does' ,'wee','does wee','time wee' , NUM, date 
 'chapter','gone', 'chapter gone' ,'wind','gone wind','chapter wind' , NUM, ord 
 'money','did', 'money did' ,'philippine','did philippine','money philippine' , NUM, money 
 'asian','country', 'asian country' ,'thrilled','country thrilled','asian thrilled' , LOC, country 
 'varieties','apple', 'varieties apple' ,'there','apple there','varieties there' , NUM, count 
 'who','is', 'who is' ,'won','is won','who won' , HUM, ind 
 'average','life', 'average life' ,'expectancy','life expectancy','average expectancy' , NUM, period 
 'city','near', 'city near' ,'mouth','near mouth','city mouth' , LOC, city 
 'us','vice-president', 'us vice-president' ,'declared','vice-president declared','us declared' , HUM, ind 
