 @RELATION examen

@ATTRIBUTE pregunta1 string
@ATTRIBUTE pregunta2 string
@ATTRIBUTE pregunta3 string
@ATTRIBUTE pregunta4 string
@ATTRIBUTE pregunta5 string
@ATTRIBUTE pregunta6 string
@ATTRIBUTE tipo {HUM,NUM,LOC}
@ATTRIBUTE subTipo {ind,date,ord,state,other,count,country,city,mount,money,period,volsize,temp,dist,weight,perc,speed,code}

@DATA 
 'what','country', 'what country' ,'germany','country germany','what germany' ,LOC,country 
 'when','rights', 'when rights' ,'ratified','rights ratified','when ratified' ,NUM,date 
 'what','largest', 'what largest' ,'us','largest us','what us' ,LOC,state 
 'what','is', 'what is' ,'population','is population','what population' ,NUM,other 
 'what','california', 'what california' ,'desert','california desert','what desert' ,LOC,other 
 'who','wrote', 'who wrote' ,'','wrote ','who ' ,HUM,ind 
 'where','blackhawks', 'where blackhawks' ,'maintain','blackhawks maintain','where maintain' ,LOC,other 
 'what','african', 'what african' ,'country','african country','what country' ,LOC,country 
 'what','year', 'what year' ,'did','year did','what did' ,NUM,date 
 'orange','bowl', 'orange bowl' ,'located','bowl located','orange located' ,LOC,city 
 'what','pseudonym', 'what pseudonym' ,'did','pseudonym did','what did' ,HUM,ind 
 'what','lucy', 'what lucy' ,'linus','lucy linus','what linus' ,HUM,ind 
 'what','cheery', 'what cheery' ,'fellow','cheery fellow','what fellow' ,HUM,ind 
 'layers','does', 'layers does' ,'bottle','does bottle','layers bottle' ,NUM,count 
 'what','is', 'what is' ,'nearest','is nearest','what nearest' ,LOC,other 
 'where','inoco', 'where inoco' ,'based','inoco based','where based' ,LOC,other 
 'what','number', 'what number' ,'assassinations','number assassinations','what assassinations' ,NUM,count 
 'stations','shoot', 'stations shoot' ,'basketball','shoot basketball','stations basketball' ,NUM,count 
 'who','russian', 'who russian' ,'ambassador','russian ambassador','who ambassador' ,HUM,ind 
 'who','holds', 'who holds' ,'nfl','holds nfl','who nfl' ,HUM,ind 
 'what','average', 'what average' ,'age','average age','what age' ,NUM,period 
 'what','planet', 'what planet' ,'visit','planet visit','what visit' ,LOC,other 
 'who','wrote', 'who wrote' ,'','wrote ','who ' ,HUM,ind 
 'where','valley', 'where valley' ,'kings','valley kings','where kings' ,LOC,other 
 'where','did', 'where did' ,'sport','did sport','where sport' ,LOC,other 
 'who','played', 'who played' ,'chicago','played chicago','who chicago' ,HUM,ind 
 'where','union', 'where union' ,'stockyards','union stockyards','where stockyards' ,LOC,other 
 'where','does', 'where does' ,'weird','does weird','where weird' ,LOC,other 
 'children','does', 'children does' ,'ray','does ray','children ray' ,NUM,count 
 'years','did', 'years did' ,'shea','did shea','years shea' ,NUM,count 
 'who','leads', 'who leads' ,'star','leads star','who star' ,HUM,ind 
 'who','won', 'who won' ,'world','won world','who world' ,HUM,ind 
 'where','does', 'where does' ,'us','does us','where us' ,LOC,other 
 'what','country', 'what country' ,'','country ','what ' ,LOC,country 
 'who','garrett', 'who garrett' ,'morgan','garrett morgan','who morgan' ,HUM,ind 
 'what','darth', 'what darth' ,'vader','darth vader','what vader' ,HUM,ind 
 'stars','big', 'stars big' ,'dipper','big dipper','stars dipper' ,NUM,count 
 'wings','does', 'wings does' ,'flea','does flea','wings flea' ,NUM,count 
 'what','country', 'what country' ,'called','country called','what called' ,LOC,country 
 'where','i', 'where i' ,'website','i website','where website' ,LOC,other 
 'what','population', 'what population' ,'mozambique','population mozambique','what mozambique' ,NUM,other 
 'what','state', 'what state' ,'indians','state indians','what indians' ,LOC,state 
 'long','camptown', 'long camptown' ,'racetrack','camptown racetrack','long racetrack' ,NUM,dist 
 'blob','members', 'blob members' ,'animated','members animated','blob animated' ,HUM,ind 
 'where','did', 'where did' ,'luther','did luther','where luther' ,LOC,other 
 'what','river', 'what river' ,'pocahontas','river pocahontas','what pocahontas' ,LOC,other 
 'miles','london', 'miles london' ,'','london ','miles ' ,NUM,count 
 'where','dartmouth', 'where dartmouth' ,'college','dartmouth college','where college' ,LOC,other 
 'what','well-known', 'what well-known' ,'tv','well-known tv','what tv' ,HUM,ind 
 'what','backstreet', 'what backstreet' ,'boys','backstreet boys','what boys' ,HUM,ind 
 'people','randy', 'people randy' ,'craft','randy craft','people craft' ,NUM,count 
 'what','river', 'what river' ,'flows','river flows','what flows' ,LOC,other 
 'what','civil', 'what civil' ,'war','civil war','what war' ,HUM,ind 
 'who','conservationist', 'who conservationist' ,'who','conservationist who','who who' ,HUM,ind 
 'area','produces', 'area produces' ,'acidic','produces acidic','area acidic' ,LOC,other 
 'what','suburban', 'what suburban' ,'housewife','suburban housewife','what housewife' ,HUM,ind 
 'date','ukrainians', 'date ukrainians' ,'','ukrainians ','date ' ,NUM,date 
 'what','largest', 'what largest' ,'city','largest city','what city' ,LOC,city 
 'what','average', 'what average' ,'weight','average weight','what weight' ,NUM,weight 
 'what','britain', 'what britain' ,'is','britain is','what is' ,LOC,other 
 'what','country', 'what country' ,'covers','country covers','what covers' ,LOC,country 
 'canine','cartoon', 'canine cartoon' ,'character','cartoon character','canine character' ,HUM,ind 
 'state','mark', 'state mark' ,'twain','mark twain','state twain' ,LOC,state 
 'what','oldest', 'what oldest' ,'ethnological','oldest ethnological','what ethnological' ,LOC,other 
 'where','dinosaur', 'where dinosaur' ,'remains','dinosaur remains','where remains' ,LOC,other 
 'what','island', 'what island' ,'park','island park','what park' ,LOC,other 
 'clara','peller', 'clara peller' ,'paid','peller paid','clara paid' ,NUM,money 
 'what','date', 'what date' ,'cnn','date cnn','what cnn' ,NUM,date 
 'what','all-time', 'what all-time' ,'stock','all-time stock','what stock' ,NUM,other 
 'when','calypso', 'when calypso' ,'music','calypso music','when music' ,NUM,date 
 'what','caribbean', 'what caribbean' ,'island','caribbean island','what island' ,LOC,other 
 'old','bernadette', 'old bernadette' ,'peters','bernadette peters','old peters' ,NUM,period 
 'where','i', 'where i' ,'book','i book','where book' ,LOC,other 
 'what','dick', 'what dick' ,'clark','dick clark','what clark' ,NUM,date 
 'when','did', 'when did' ,'hitler','did hitler','when hitler' ,NUM,date 
 'when','did', 'when did' ,'gothic','did gothic','when gothic' ,NUM,date 
 'inventors','invented', 'inventors invented' ,'post-its','invented post-its','inventors post-its' ,HUM,ind 
 'what','day', 'what day' ,'week','day week','what week' ,NUM,date 
 'image','alleged', 'image alleged' ,'shroud','alleged shroud','image shroud' ,HUM,ind 
 'what','us', 'what us' ,'general','us general','what general' ,HUM,ind 
 'who','said', 'who said' ,':','said :','who :' ,HUM,ind 
 'approximately','students', 'approximately students' ,'enrolled','students enrolled','approximately enrolled' ,NUM,count 
 'what','fastest', 'what fastest' ,'growing','fastest growing','what growing' ,LOC,state 
 'american','soldiers', 'american soldiers' ,'died','soldiers died','american died' ,NUM,count 
 'where','does', 'where does' ,'opera','does opera','where opera' ,LOC,other 
 'saddam','hussein', 'saddam hussein' ,'compared','hussein compared','saddam compared' ,HUM,ind 
 'what','year', 'what year' ,'naacp','year naacp','what naacp' ,NUM,date 
 'what','year', 'what year' ,'did','year did','what did' ,NUM,date 
 'who','wrote', 'who wrote' ,'book','wrote book','who book' ,HUM,ind 
 'where','i', 'where i' ,'learn','i learn','where learn' ,LOC,other 
 'what','jockey', 'what jockey' ,'won','jockey won','what won' ,HUM,ind 
 'what','us', 'what us' ,'state','us state','what state' ,LOC,state 
 'who','seized', 'who seized' ,'power','seized power','who power' ,HUM,ind 
 'what','state', 'what state' ,'niagara','state niagara','what niagara' ,LOC,state 
 'hot','does', 'hot does' ,'inside','does inside','hot inside' ,NUM,temp 
 'where','orange', 'where orange' ,'bowl','orange bowl','where bowl' ,LOC,other 
 'what','scandinavian', 'what scandinavian' ,'capital','scandinavian capital','what capital' ,LOC,city 
 'what','well-known', 'what well-known' ,'actor','well-known actor','what actor' ,HUM,ind 
 'where','smithsonian', 'where smithsonian' ,'institute','smithsonian institute','where institute' ,LOC,other 
 'what','size', 'what size' ,'argentina','size argentina','what argentina' ,NUM,volsize 
 'what','date', 'what date' ,'richard','date richard','what richard' ,NUM,date 
 'what','little', 'what little' ,'boy','little boy','what boy' ,HUM,ind 
 'what','percent', 'what percent' ,'world','percent world','what world' ,NUM,perc 
 'cnn','is', 'cnn is' ,'broadcast','is broadcast','cnn broadcast' ,NUM,date 
 'what','marilyn', 'what marilyn' ,'monroe','marilyn monroe','what monroe' ,HUM,ind 
 'what','number', 'what number' ,'american','number american','what american' ,NUM,other 
 'what','father', 'what father' ,'son','father son','what son' ,HUM,ind 
 'consecutive','baseball', 'consecutive baseball' ,'games','baseball games','consecutive games' ,NUM,count 
 'different','types', 'different types' ,'skunks','types skunks','different skunks' ,NUM,count 
 'who','prophet', 'who prophet' ,'medina','prophet medina','who medina' ,HUM,ind 
 'what','year', 'what year' ,'did','year did','what did' ,NUM,date 
 'what','woman', 'what woman' ,'who','woman who','what who' ,HUM,ind 
 'what','tourists', 'what tourists' ,'visit','tourists visit','what visit' ,LOC,other 
 'what','united', 'what united' ,'states','united states','what states' ,LOC,city 
 'what','is', 'what is' ,'percentage','is percentage','what percentage' ,NUM,perc 
 'what','country', 'what country' ,'western','country western','what western' ,LOC,country 
 'what','part', 'what part' ,'africa','part africa','what africa' ,LOC,other 
 'funeral','train', 'funeral train' ,'traveled','train traveled','funeral traveled' ,HUM,ind 
 'what','is', 'what is' ,'better-known','is better-known','what better-known' ,HUM,ind 
 'what','husband', 'what husband' ,'is','husband is','what is' ,HUM,ind 
 'following','did', 'following did' ,'receive','did receive','following receive' ,HUM,ind 
 'what','dynasty', 'what dynasty' ,'star','dynasty star','what star' ,HUM,ind 
 'where','poe', 'where poe' ,'is','poe is','where is' ,LOC,other 
 'what','actress', 'what actress' ,'holds','actress holds','what holds' ,HUM,ind 
 'what','us', 'what us' ,'president','us president','what president' ,HUM,ind 
 'who','queen', 'who queen' ,'holland','queen holland','who holland' ,HUM,ind 
 'where','i', 'where i' ,'detailed','i detailed','where detailed' ,LOC,other 
 'what','actor', 'what actor' ,'learned','actor learned','what learned' ,HUM,ind 
 'who','says', 'who says' ,'','says ','who ' ,HUM,ind 
 'who','secretary', 'who secretary' ,'state','secretary state','who state' ,HUM,ind 
 'money','does', 'money does' ,'player','does player','money player' ,NUM,money 
 'where','is', 'where is' ,'gum','is gum','where gum' ,LOC,other 
 'what','state', 'what state' ,'named','state named','what named' ,LOC,state 
 'what','year', 'what year' ,'atm','year atm','what atm' ,NUM,date 
 'what','southern', 'what southern' ,'states','southern states','what states' ,LOC,state 
 'what','does', 'what does' ,'7847+5943','does 7847+5943','what 7847+5943' ,NUM,other 
 'what','attorneys', 'what attorneys' ,'work','attorneys work','what work' ,HUM,ind 
 'what','dick', 'what dick' ,'clark','dick clark','what clark' ,NUM,date 
 'equal','sides', 'equal sides' ,'scalene','sides scalene','equal scalene' ,NUM,count 
 'where','did', 'where did' ,'gates','did gates','where gates' ,LOC,other 
 'what','constellation', 'what constellation' ,'known','constellation known','what known' ,LOC,other 
 'year','cartoon', 'year cartoon' ,'character','cartoon character','year character' ,NUM,date 
 'where','i', 'where i' ,'history','i history','where history' ,LOC,other 
 'what','state', 'what state' ,'mount','state mount','what mount' ,LOC,state 
 'classical','spanish', 'classical spanish' ,'writer','spanish writer','classical writer' ,HUM,ind 
 'large','missouri', 'large missouri' ,'is','missouri is','large is' ,NUM,other 
 'when','internal', 'when internal' ,'combustion','internal combustion','when combustion' ,NUM,date 
 'who','painted', 'who painted' ,'','painted ','who ' ,HUM,ind 
 'who','killed', 'who killed' ,'caesar','killed caesar','who caesar' ,HUM,ind 
 'where','kings', 'where kings' ,'canyon','kings canyon','where canyon' ,LOC,other 
 'what','time', 'what time' ,'does','time does','what does' ,NUM,date 
 'what','chapter', 'what chapter' ,'gone','chapter gone','what gone' ,NUM,ord 
 'what','money', 'what money' ,'did','money did','what did' ,NUM,money 
 'what','asian', 'what asian' ,'country','asian country','what country' ,LOC,country 
 'varieties','apple', 'varieties apple' ,'there','apple there','varieties there' ,NUM,count 
 'who','is', 'who is' ,'won','is won','who won' ,HUM,ind 
 'what','average', 'what average' ,'life','average life','what life' ,NUM,period 
 'what','city', 'what city' ,'near','city near','what near' ,LOC,city 
 'what','us', 'what us' ,'vice-president','us vice-president','what vice-president' ,HUM,ind 
 'who','wrote', 'who wrote' ,'red','wrote red','who red' ,HUM,ind 
 'where','did', 'where did' ,'inuits','did inuits','where inuits' ,LOC,other 
 'what','british', 'what british' ,'monarch','british monarch','what monarch' ,HUM,ind 
 'who','invented', 'who invented' ,'road','invented road','who road' ,HUM,ind 
 'following','people', 'following people' ,'associated','people associated','following associated' ,HUM,ind 
 'what','royal', 'what royal' ,'palace','royal palace','what palace' ,LOC,other 
 'where','was', 'where was' ,'','was ','where ' ,LOC,other 
 'what','president', 'what president' ,'is','president is','what is' ,HUM,ind 
 'what','names', 'what names' ,'jack','names jack','what jack' ,HUM,ind 
 'url','extensions', 'url extensions' ,'there','extensions there','url there' ,NUM,count 
 'where','did', 'where did' ,'wright','did wright','where wright' ,LOC,other 
 'who','won', 'who won' ,'battle','won battle','who battle' ,HUM,ind 
 'youngsters','saved', 'youngsters saved' ,'animated','saved animated','youngsters animated' ,HUM,ind 
